,common_use,usps_abbr,pattern,combined,abbr_type
1312,COLLECTIVE,CLLCTV,collective,"('collective', 'cllctv')",business
1313,COLLECTN,COLLECT,collectn,"('collectn', 'collect')",business
1314,COLLEG,COLG,colleg,"('colleg', 'colg')",business
1315,COLLEGE,COLG,college,"('college', 'colg')",business
1316,COLLEGIATE,COLGT,collegiate,"('collegiate', 'colgt')",business
1317,COLLISION,CLLSN,collision,"('collision', 'cllsn')",business
1318,COLONEL,COL,colonel,"('colonel', 'col')",business
1319,COLONIAL,CLNL,colonial,"('colonial', 'clnl')",business
1320,COLONY,CLNY,colony,"('colony', 'clny')",business
1321,COLOR,CLR,color,"('color', 'clr')",business
1322,COLOSSAL,CLSSL,colossal,"('colossal', 'clssl')",business
1323,COM,CMPTR,com | com | com | com | com | com | com | com,"('com | com | com | com | com | com | com | com', 'cmptr')",business
1324,COMB,COMB,comb,"('comb', 'comb')",business
1325,COMBINED,COMB,combined,"('combined', 'comb')",business
1326,COMBSTN,COMBSTN,combstn,"('combstn', 'combstn')",business
1327,COMBUSTION,COMBSTN,combustion,"('combustion', 'combstn')",business
1328,COMD,COMD,comd,"('comd', 'comd')",business
1329,COMDG,COMDG,comdg,"('comdg', 'comdg')",business
1330,COMDT,COMDT,comdt,"('comdt', 'comdt')",business
1331,COMFORT,CMFRT,comfort,"('comfort', 'cmfrt')",business
1332,COMITE,CMMTE,comite,"('comite', 'cmmte')",business
1333,COMM,CMNTY,comm | comm | comm | comm | comm | comm | comm,"('comm | comm | comm | comm | comm | comm | comm', 'cmnty')",business
1334,COMMAND,CMND,command,"('command', 'cmnd')",business
1335,COMMANDANT,COMDT,commandant,"('commandant', 'comdt')",business
1336,COMMANDER,CMDR,commander,"('commander', 'cmdr')",business
1337,COMMANDING,COMDG,commanding,"('commanding', 'comdg')",business
1338,COMMCTN,COMMCTN,commctn,"('commctn', 'commctn')",business
1339,COMMDR,CMDR,commdr,"('commdr', 'cmdr')",business
1340,COMMDT,COMDT,commdt,"('commdt', 'comdt')",business
1341,COMMENCEMENT,COMMNCMNT,commencement,"('commencement', 'commncmnt')",business
1342,COMMERC,COMMRCE,commerc,"('commerc', 'commrce')",business
1343,COMMERCE,COMMRCE,commerce,"('commerce', 'commrce')",business
1344,COMMERCIAL,COMRCL,commercial,"('commercial', 'comrcl')",business
1345,COMMISSARY,COMSY,commissary,"('commissary', 'comsy')",business
1346,COMMISSION,COMM,commission,"('commission', 'comm')",business
1347,COMMISSIONER,COMMR,commissioner,"('commissioner', 'commr')",business
1348,COMMITTEE,CMMTE,committee,"('committee', 'cmmte')",business
1349,COMMN,COMMN,commn,"('commn', 'commn')",business
1350,COMMNCMNT,COMMNCMNT,commncmnt,"('commncmnt', 'commncmnt')",business
1351,COMMNQ,COMMNQ,commnq,"('commnq', 'commnq')",business
1352,COMMODITY,COM,commodity,"('commodity', 'com')",business
1353,COMMODORE,COMD,commodore,"('commodore', 'comd')",business
1354,COMMON,CMMN,common,"('common', 'cmmn')",business
1355,COMMONWEALTH,CMNWLTH,commonwealth,"('commonwealth', 'cmnwlth')",business
1356,COMMONWLTH,CMNWLTH,commonwlth,"('commonwlth', 'cmnwlth')",business
1357,COMMR,COMMR,commr,"('commr', 'commr')",business
1358,COMMRCE,COMMRCE,commrce,"('commrce', 'commrce')",business
1359,COMMUN,COMMCTN,commun,"('commun', 'commctn')",business
1360,COMMUNE,COMMN,commune,"('commune', 'commn')",business
1361,COMMUNICAT,COMMUN,communicat,"('communicat', 'commun')",business
1362,COMMUNICATE,COMMUN,communicate,"('communicate', 'commun')",business
1363,COMMUNICATI,COMMCTN,communicati,"('communicati', 'commctn')",business
1364,COMMUNICATION,COMMCTN,communication,"('communication', 'commctn')",business
1365,COMMUNICTN,COMMCTN,communictn,"('communictn', 'commctn')",business
1366,COMMUNIQUE,COMMNQ,communique,"('communique', 'commnq')",business
1367,COMMUNITY,CMNTY,community,"('community', 'cmnty')",business
1368,COMNTY,CMNTY,comnty,"('comnty', 'cmnty')",business
1369,COMO,COMD,como,"('como', 'comd')",business
1370,COMP,CMPTR,comp | comp | comp | comp | comp,"('comp | comp | comp | comp | comp', 'cmptr')",business
1371,COMPAN,CO,compan,"('compan', 'co')",business
1372,COMPANY,CO,company,"('company', 'co')",business
1373,COMPARATIVE,COMPRTV,comparative,"('comparative', 'comprtv')",business
1374,COMPATIBLE,COMPTBL,compatible,"('compatible', 'comptbl')",business
1375,COMPENSATION,CMPNSTN,compensation,"('compensation', 'cmpnstn')",business
1376,COMPILER,COMPLR,compiler,"('compiler', 'complr')",business
1377,COMPLET,CMPLT,complet,"('complet', 'cmplt')",business
1378,COMPLETE,CMPLT,complete,"('complete', 'cmplt')",business
1379,COMPLEX,COMPLX,complex,"('complex', 'complx')",business
1380,COMPLR,COMPLR,complr,"('complr', 'complr')",business
1381,COMPLX,COMPLX,complx,"('complx', 'complx')",business
1382,COMPNDNG,COMPNDNG,compndng,"('compndng', 'compndng')",business
1383,COMPNNT,COMPNNT,compnnt,"('compnnt', 'compnnt')",business
1384,COMPNY,CO,compny,"('compny', 'co')",business
1385,COMPONENT,COMPNNT,component,"('component', 'compnnt')",business
1386,COMPOSE,COMPS,compose,"('compose', 'comps')",business
1387,COMPOSITE,COMPST,composite,"('composite', 'compst')",business
1388,COMPOSITION,COMP,composition,"('composition', 'comp')",business
1389,COMPOUNDING,COMPNDNG,compounding,"('compounding', 'compndng')",business
1390,COMPREHENSIVE,CMPRHNSV,comprehensive,"('comprehensive', 'cmprhnsv')",business
1391,COMPRESS,COMPRSS,compress,"('compress', 'comprss')",business
1392,COMPRESSOR,CMPSR,compressor,"('compressor', 'cmpsr')",business
1393,COMPRSS,COMPRSS,comprss,"('comprss', 'comprss')",business
1394,COMPRTV,COMPRTV,comprtv,"('comprtv', 'comprtv')",business
1395,COMPS,COMPS,comps,"('comps', 'comps')",business
1396,COMPST,COMPST,compst,"('compst', 'compst')",business
1397,COMPT,COMPTLR,compt,"('compt', 'comptlr')",business
1398,COMPTABLE,COMPTBLE,comptable,"('comptable', 'comptble')",business
1399,COMPTBL,COMPTBL,comptbl,"('comptbl', 'comptbl')",business
1400,COMPTBLE,COMPTBLE,comptble,"('comptble', 'comptble')",business
1401,COMPTLR,COMPTLR,comptlr | comptlr,"('comptlr | comptlr', 'comptlr')",business
1402,COMPTR,CMPTR,comptr,"('comptr', 'cmptr')",business
1403,COMPTRLR,COMPTLR,comptrlr,"('comptrlr', 'comptlr')",business
1404,COMPTROLL,COMPTLR,comptroll,"('comptroll', 'comptlr')",business
1405,COMPTROLLER,COMPTLR,comptroller,"('comptroller', 'comptlr')",business
1406,COMPTRZD,COMPTRZD,comptrzd,"('comptrzd', 'comptrzd')",business
1407,COMPU,CMPTR,compu,"('compu', 'cmptr')",business
1408,COMPUTER,CMPTR,computer,"('computer', 'cmptr')",business
1409,COMPUTERIZED,COMPTRZD,computerized,"('computerized', 'comptrzd')",business
1410,COMPUTING,CMPTG,computing,"('computing', 'cmptg')",business
1411,COMRCL,COMRCL,comrcl,"('comrcl', 'comrcl')",business
1412,COMSY,COMSY,comsy,"('comsy', 'comsy')",business
1413,CON,CONSLNT,con | con | con | con,"('con | con | con | con', 'conslnt')",business
1414,CONCENTRATE,CONCNTRT,concentrate,"('concentrate', 'concntrt')",business
1415,CONCEPT,CNCPT,concept,"('concept', 'cncpt')",business
1416,CONCESSION,CONCSSN,concession,"('concession', 'concssn')",business
1417,CONCNTRT,CONCNTRT,concntrt,"('concntrt', 'concntrt')",business
1418,CONCOURSE,CONCRS,concourse,"('concourse', 'concrs')",business
1419,CONCRET,CONCRT,concret,"('concret', 'concrt')",business
1420,CONCRETE,CONCRT,concrete,"('concrete', 'concrt')",business
1421,CONCRS,CONCRS,concrs,"('concrs', 'concrs')",business
1422,CONCRT,CONCRT,concrt,"('concrt', 'concrt')",business
1423,CONCSSN,CONCSSN,concssn,"('concssn', 'concssn')",business
1424,COND,COND,cond,"('cond', 'cond')",business
1425,CONDITIONING,COND,conditioning,"('conditioning', 'cond')",business
1426,CONDO,CONDO,condo,"('condo', 'condo')",business
1427,CONDOMINIUM,CONDO,condominium,"('condominium', 'condo')",business
1428,CONF,CONF,conf,"('conf', 'conf')",business
1429,CONFDRTD,CONFDRTD,confdrtd,"('confdrtd', 'confdrtd')",business
1430,CONFDRTN,CONFDRTN,confdrtn,"('confdrtn', 'confdrtn')",business
1431,CONFECTIONERY,CONF,confectionery,"('confectionery', 'conf')",business
1432,CONFEDERATED,CONFDRTD,confederated,"('confederated', 'confdrtd')",business
1433,CONFEDERATION,CONFDRTN,confederation,"('confederation', 'confdrtn')",business
1434,CONFER,CNFR,confer,"('confer', 'cnfr')",business
1435,CONFERENCE,CNFRNC,conference,"('conference', 'cnfrnc')",business
1436,CONFRENCE,CNFRNC,confrence,"('confrence', 'cnfrnc')",business
1437,CONGREG,CONGREG,congreg,"('congreg', 'congreg')",business
1438,CONGREGATION,CONGREG,congregation,"('congregation', 'congreg')",business
1439,CONGREGATIONAL,CONGREGTNL,congregational,"('congregational', 'congregtnl')",business
1440,CONGREGTNL,CONGREGTNL,congregtnl,"('congregtnl', 'congregtnl')",business
1441,CONGRESS,CNGRS,congress,"('congress', 'cngrs')",business
1442,CONGRESSIONAL,CNGRSNL,congressional,"('congressional', 'cngrsnl')",business
1443,CONGRESSMAN,CONGRSMAN,congressman,"('congressman', 'congrsman')",business
1444,CONGRG,CONGREG,congrg,"('congrg', 'congreg')",business
1445,CONGRSMAN,CONGRSMAN,congrsman,"('congrsman', 'congrsman')",business
1446,CONNECT,CONNECT,connect,"('connect', 'connect')",business
1447,CONNECTION,CONNECT,connection,"('connection', 'connect')",business
1448,CONQUISDR,CONQUISDR,conquisdr,"('conquisdr', 'conquisdr')",business
1449,CONQUISTADOR,CONQUISDR,conquistador,"('conquistador', 'conquisdr')",business
1450,CONS,CONSMR,cons | cons | cons,"('cons | cons | cons', 'consmr')",business
1451,CONSER,CONSERVE,conser,"('conser', 'conserve')",business
1452,CONSERV,CONSERVE,conserv,"('conserv', 'conserve')",business
1453,CONSERVATION,CONSERVE,conservation,"('conservation', 'conserve')",business
1454,CONSERVATORY,CONSRVTRY,conservatory,"('conservatory', 'consrvtry')",business
1455,CONSERVE,CONSERVE,conserve,"('conserve', 'conserve')",business
1456,CONSL,CONSLNT,consl,"('consl', 'conslnt')",business
1457,CONSLDTN,CONSLDTN,consldtn,"('consldtn', 'consldtn')",business
1458,CONSLDTR,CONSLDTR,consldtr,"('consldtr', 'consldtr')",business
1459,CONSLNTNG,CONSLTNG,conslntng,"('conslntng', 'consltng')",business
1460,CONSLTG,CONSLTNG,consltg,"('consltg', 'consltng')",business
1461,CONSLTN,CONSLTN,consltn,"('consltn', 'consltn')",business
1462,CONSLTNG,CONSLTNG,consltng,"('consltng', 'consltng')",business
1463,CONSLTNT,CONSLNT,consltnt,"('consltnt', 'conslnt')",business
1464,CONSMR,CONSMR,consmr,"('consmr', 'consmr')",business
1465,CONSOLATION,CONSLTN,consolation,"('consolation', 'consltn')",business
1466,CONSOLIDATED,CONS,consolidated,"('consolidated', 'cons')",business
1467,CONSOLIDATION,CONSLDTN,consolidation,"('consolidation', 'consldtn')",business
1468,CONSOLIDATOR,CONSLDTR,consolidator,"('consolidator', 'consldtr')",business
1469,CONSORTIUM,CNSRTM,consortium,"('consortium', 'cnsrtm')",business
1470,CONSRVTRY,CONSRVTRY,consrvtry,"('consrvtry', 'consrvtry')",business
1471,CONSTG,CNSTRCTNG,constg,"('constg', 'cnstrctng')",business
1472,CONSTN,CONSTRCTN,constn,"('constn', 'constrctn')",business
1473,CONSTR,CONSTR,constr | constr,"('constr | constr', 'constr')",business
1474,CONSTRCT,CONSTRCT,constrct,"('constrct', 'constrct')",business
1475,CONSTRCTN,CONSTRCTN,constrctn,"('constrctn', 'constrctn')",business
1476,CONSTRN,CONSTRCTN,constrn,"('constrn', 'constrctn')",business
1477,CONSTRTN,CONSTRCTN,constrtn,"('constrtn', 'constrctn')",business
1478,CONSTRUCT,CONSTRCT,construct,"('construct', 'constrct')",business
1479,CONSTRUCTING,CNSTRCTNG,constructing,"('constructing', 'cnstrctng')",business
1480,CONSTRUCTION,CONSTRCTN,construction,"('construction', 'constrctn')",business
1481,CONSTRUCTN,CONSTRCTN,constructn,"('constructn', 'constrctn')",business
1482,CONSTRUCTOR,CONSTR,constructor,"('constructor', 'constr')",business
1483,CONSULT,CONSLNT,consult | consult,"('consult | consult', 'conslnt')",business
1484,CONSULTA,CONSLNT,consulta,"('consulta', 'conslnt')",business
1485,CONSULTAN,CONSLNT,consultan,"('consultan', 'conslnt')",business
1486,CONSULTANT,CONSLNT,consultant,"('consultant', 'conslnt')",business
1487,CONSULTATION,CNSLTN,consultation,"('consultation', 'cnsltn')",business
1488,CONSULTI,CONSLTNG,consulti,"('consulti', 'consltng')",business
1489,CONSULTIN,CONSLTNG,consultin,"('consultin', 'consltng')",business
1490,CONSULTING,CONSLTNG,consulting,"('consulting', 'consltng')",business
1491,CONSULTNT,CONSLNT,consultnt,"('consultnt', 'conslnt')",business
1492,CONSUMER,CONSMR,consumer,"('consumer', 'consmr')",business
1493,CONT,CONTNTL,cont | cont,"('cont | cont', 'contntl')",business
1494,CONTACT,CONT,contact,"('contact', 'cont')",business
1495,CONTAIN,CNTN,contain,"('contain', 'cntn')",business
1496,CONTAINER,CONTNR,container,"('container', 'contnr')",business
1497,CONTEMP,CONTEMP,contemp,"('contemp', 'contemp')",business
1498,CONTEMPO,CONTEMP,contempo,"('contempo', 'contemp')",business
1499,CONTEMPOR,CONTEMP,contempor,"('contempor', 'contemp')",business
1500,CONTEMPORAR,CONTEMP,contemporar,"('contemporar', 'contemp')",business
1501,CONTEMPORARY,CONTEMP,contemporary,"('contemporary', 'contemp')",business
1502,CONTEST,CNTST,contest,"('contest', 'cntst')",business
1503,CONTG,CNTRCTNG,contg,"('contg', 'cntrctng')",business
1504,CONTINENT,CONTNTL,continent,"('continent', 'contntl')",business
1505,CONTINENTAL,CONTNTL,continental,"('continental', 'contntl')",business
1506,CONTINENTL,CONTNTL,continentl,"('continentl', 'contntl')",business
1507,CONTINUING,CONTNG,continuing,"('continuing', 'contng')",business
1508,CONTINUOUS,CONTNS,continuous,"('continuous', 'contns')",business
1509,CONTLR,CNTRLLR,contlr,"('contlr', 'cntrllr')",business
1510,CONTNENTA,CONTNTL,contnenta,"('contnenta', 'contntl')",business
1511,CONTNG,CONTNG,contng,"('contng', 'contng')",business
1512,CONTNR,CONTNR,contnr,"('contnr', 'contnr')",business
1513,CONTNS,CONTNS,contns,"('contns', 'contns')",business
1514,CONTNTL,CONTNTL,contntl,"('contntl', 'contntl')",business
1515,CONTR,CNTRLLR,contr | contr | contr | contr,"('contr | contr | contr | contr', 'cntrllr')",business
1516,CONTRAC,CNTRCT,contrac,"('contrac', 'cntrct')",business
1517,CONTRACT,CNTRCT,contract,"('contract', 'cntrct')",business
1518,CONTRACTIN,CNTRCTNG,contractin,"('contractin', 'cntrctng')",business
1519,CONTRACTING,CNTRCTNG,contracting,"('contracting', 'cntrctng')",business
1520,CONTRACTOR,CONTR,contractor,"('contractor', 'contr')",business
1521,CONTRBTN,CONTRBTN,contrbtn,"('contrbtn', 'contrbtn')",business
1522,CONTRG,CNTRCTNG,contrg,"('contrg', 'cntrctng')",business
1523,CONTRIBUTION,CONTRBTN,contribution,"('contribution', 'contrbtn')",business
1524,CONTRL,CNTRL,contrl,"('contrl', 'cntrl')",business
1525,CONTRLLD,CONTRLLD,contrlld,"('contrlld', 'contrlld')",business
1526,CONTRLLR,CNTRLLR,contrllr,"('contrllr', 'cntrllr')",business
1527,CONTRLR,CNTRLLR,contrlr,"('contrlr', 'cntrllr')",business
1528,CONTROL,CNTRL,control,"('control', 'cntrl')",business
1529,CONTROLER,CNTRLLR,controler,"('controler', 'cntrllr')",business
1530,CONTROLL,CNTRLLR,controll,"('controll', 'cntrllr')",business
1531,CONTROLLE,CNTRLLR,controlle,"('controlle', 'cntrllr')",business
1532,CONTROLLED,CONTRLLD,controlled,"('controlled', 'contrlld')",business
1533,CONTROLLER,CNTRLLR,controller,"('controller', 'cntrllr')",business
1534,CONTROLLR,CNTRLLR,controllr,"('controllr', 'cntrllr')",business
1535,CONV,CONV,conv | conv,"('conv | conv', 'conv')",business
1536,CONVALESCEN,CONVAL,convalescen,"('convalescen', 'conval')",business
1537,CONVALESCENT,CONVAL,convalescent,"('convalescent', 'conval')",business
1538,CONVENIENCE,CONV,convenience,"('convenience', 'conv')",business
1539,CONVENIENT,CONVNT,convenient,"('convenient', 'convnt')",business
1540,CONVENT,CNVNT,convent,"('convent', 'cnvnt')",business
1541,CONVENTION,CNVNTN,convention,"('convention', 'cnvntn')",business
1542,CONVERSE,CONVRS,converse,"('converse', 'convrs')",business
1543,CONVERSION,CNVRSN,conversion,"('conversion', 'cnvrsn')",business
1544,CONVERTER,CONVRTR,converter,"('converter', 'convrtr')",business
1545,CONVERTIBLE,CONVRTBL,convertible,"('convertible', 'convrtbl')",business
1546,CONVEYOR,CONVYR,conveyor,"('conveyor', 'convyr')",business
1547,CONVNT,CNVNT,convnt | convnt,"('convnt | convnt', 'cnvnt')",business
1548,CONVRS,CONVRS,convrs,"('convrs', 'convrs')",business
1549,CONVRTBL,CONVRTBL,convrtbl,"('convrtbl', 'convrtbl')",business
1550,CONVRTR,CONVRTR,convrtr,"('convrtr', 'convrtr')",business
1551,CONVYR,CONVYR,convyr,"('convyr', 'convyr')",business
1552,COOKED,CKD,cooked,"('cooked', 'ckd')",business
1553,COOKIE,CK,cookie,"('cookie', 'ck')",business
1554,COOL,COOL,cool,"('cool', 'cool')",business
1555,COOLG,COOL,coolg,"('coolg', 'cool')",business
1556,COOLING,COOL,cooling,"('cooling', 'cool')",business
1557,COOP,COOPRTV,coop | coop,"('coop | coop', 'cooprtv')",business
1558,COOPERATE,COOP,cooperate,"('cooperate', 'coop')",business
1559,COOPERATIVE,COOPRTV,cooperative,"('cooperative', 'cooprtv')",business
1560,COOPRTV,COOPRTV,cooprtv,"('cooprtv', 'cooprtv')",business
1561,COOR,COORDNTR,coor,"('coor', 'coordntr')",business
1562,COORD,COORDNTR,coord | coord,"('coord | coord', 'coordntr')",business
1563,COORDINANT,COORD,coordinant,"('coordinant', 'coord')",business
1564,COORDINATE,COORDNT,coordinate,"('coordinate', 'coordnt')",business
1565,COORDINATOR,COORDNTR,coordinator,"('coordinator', 'coordntr')",business
1566,COORDNT,COORDNT,coordnt,"('coordnt', 'coordnt')",business
1567,COORDNTR,COORDNTR,coordntr,"('coordntr', 'coordntr')",business
1568,COP,COP,cop,"('cop', 'cop')",business
1569,COPIER,COPR,copier,"('copier', 'copr')",business
1570,COPPER,COP,copper,"('copper', 'cop')",business
1571,COPR,COPR,copr,"('copr', 'copr')",business
1572,COR,CORRSPNDNT,cor | cor | cor | cor,"('cor | cor | cor | cor', 'corrspndnt')",business
1573,CORCTNL,CRRCTNL,corctnl,"('corctnl', 'crrctnl')",business
1574,CORNER,CORN,corner,"('corner', 'corn')",business
1575,CORNR,CORN,cornr,"('cornr', 'corn')",business
1576,CORONER,COR,coroner,"('coroner', 'cor')",business
1577,CORP,CORP,corp | corp | corp,"('corp | corp | corp', 'corp')",business
1578,CORPL,CORPL,corpl,"('corpl', 'corpl')",business
1579,CORPORAL,CORPL,corporal,"('corporal', 'corpl')",business
1580,CORPORATE,CORPRT,corporate,"('corporate', 'corprt')",business
1581,CORPORATIN,CORP,corporatin,"('corporatin', 'corp')",business
1582,CORPORATIO,CORP,corporatio,"('corporatio', 'corp')",business
1583,CORPORATION,CORP,corporation,"('corporation', 'corp')",business
1584,CORPORT,CORPRT,corport,"('corport', 'corprt')",business
1585,CORPRT,CORPRT,corprt,"('corprt', 'corprt')",business
1586,CORR,CORRSPNDNT,corr | corr,"('corr | corr', 'corrspndnt')",business
1587,CORRECT,CRRCT,correct,"('correct', 'crrct')",business
1588,CORRECTION,CRRCTN,correction,"('correction', 'crrctn')",business
1589,CORRECTIONAL,CRRCTNL,correctional,"('correctional', 'crrctnl')",business
1590,CORRESPONDENCE,CORR,correspondence,"('correspondence', 'corr')",business
1591,CORRESPONDENT,CORRSPNDNT,correspondent,"('correspondent', 'corrspndnt')",business
1592,CORRGTD,CORRGTD,corrgtd,"('corrgtd', 'corrgtd')",business
1593,CORRSPNDNT,CORRSPNDNT,corrspndnt,"('corrspndnt', 'corrspndnt')",business
1594,CORRUGATED,CORRGTD,corrugated,"('corrugated', 'corrgtd')",business
1595,COS,CSMTLGST,cos,"('cos', 'csmtlgst')",business
1596,COSMETIC,CSMTC,cosmetic,"('cosmetic', 'csmtc')",business
1597,COSMETOLOGIST,CSMTLGST,cosmetologist,"('cosmetologist', 'csmtlgst')",business
1598,COSMT,CSMTC,cosmt,"('cosmt', 'csmtc')",business
1599,COT,COT,cot,"('cot', 'cot')",business
1600,COTTAGE,CTG,cottage,"('cottage', 'ctg')",business
1601,COTTON,COT,cotton,"('cotton', 'cot')",business
1602,COUNCI,CNCL,counci,"('counci', 'cncl')",business
1603,COUNCIL,CNCL,council,"('council', 'cncl')",business
1604,COUNCILING,CNCLNG,counciling,"('counciling', 'cnclng')",business
1605,COUNSEL,CNSL,counsel,"('counsel', 'cnsl')",business
1606,COUNSELING,CNSLNG,counseling,"('counseling', 'cnslng')",business
1607,COUNSELLOR,CNSLLR,counsellor,"('counsellor', 'cnsllr')",business
1608,COUNSELOR,CNSLR,counselor,"('counselor', 'cnslr')",business
1609,COUNT,CNT,count,"('count', 'cnt')",business
1610,COUNTER,CNTR,counter,"('counter', 'cntr')",business
1611,COUNTRY,CNTRY,country,"('country', 'cntry')",business
1612,COUNTRYSIDE,CNTRYSD,countryside,"('countryside', 'cntrysd')",business
1613,COUNTY,CNTY,county,"('county', 'cnty')",business
1614,COUPE,CP,coupe,"('coupe', 'cp')",business
1615,COUR,COUR,cour,"('cour', 'cour')",business
1616,COURIER,COUR,courier,"('courier', 'cour')",business
1617,COURIR,COUR,courir,"('courir', 'cour')",business
1618,COURSE,CRS,course,"('course', 'crs')",business
1619,COURT,CT,court,"('court', 'ct')",business
1620,COURTESY,CRTSY,courtesy,"('courtesy', 'crtsy')",business
1621,COVENANT,CVNNT,covenant,"('covenant', 'cvnnt')",business
1622,COVER,COVER,cover,"('cover', 'cover')",business
1623,COVERING,COVER,covering,"('covering', 'cover')",business
1624,COWBOY,CWBY,cowboy,"('cowboy', 'cwby')",business
1625,CP,CP,cp,"('cp', 'cp')",business
1626,CPBRD,CPBRD,cpbrd,"('cpbrd', 'cpbrd')",business
1627,CPL,CORPL,cpl | cpl,"('cpl | cpl', 'corpl')",business
1628,CPT,CPT,cpt | cpt,"('cpt | cpt', 'cpt')",business
1629,CPTAL,CPTAL,cptal,"('cptal', 'cptal')",business
1630,CPTL,CPTOL,cptl | cptl,"('cptl | cptl', 'cptol')",business
1631,CPTOL,CPTOL,cptol,"('cptol', 'cptol')",business
1632,CPTR,CARPTR,cptr,"('cptr', 'carptr')",business
1633,CR,CR,cr,"('cr', 'cr')",business
1634,CRAFT,CRFT,craft,"('craft', 'crft')",business
1635,CRAFTER,CFTR,crafter,"('crafter', 'cftr')",business
1636,CRAFTSMAN,CFT,craftsman,"('craftsman', 'cft')",business
1637,CRAFTSMEN,CFTMN,craftsmen,"('craftsmen', 'cftmn')",business
1638,CRANBERRY,CRNBRRY,cranberry,"('cranberry', 'crnbrry')",business
1639,CRANE,CRN,crane,"('crane', 'crn')",business
1640,CRANKSHAFT,CRNKSHFT,crankshaft,"('crankshaft', 'crnkshft')",business
1641,CRAZY,CRZY,crazy,"('crazy', 'crzy')",business
1642,CRBBN,CRBBN,crbbn,"('crbbn', 'crbbn')",business
1643,CRCL,CIR,crcl,"('crcl', 'cir')",business
1644,CRCLR,CRCLR,crclr,"('crclr', 'crclr')",business
1645,CRCS,CRCS,crcs,"('crcs', 'crcs')",business
1646,CRCT,CRCT,crct,"('crct', 'crct')",business
1647,CRDC,CRDC,crdc,"('crdc', 'crdc')",business
1648,CRDGRPHC,CRDGRPHC,crdgrphc,"('crdgrphc', 'crdgrphc')",business
1649,CRDLGY,CRDLGY,crdlgy,"('crdlgy', 'crdlgy')",business
1650,CRDT,CRDT,crdt,"('crdt', 'crdt')",business
1651,CRDVSCLR,CRDVSCLR,crdvsclr,"('crdvsclr', 'crdvsclr')",business
1652,CREAM,CRM,cream,"('cream', 'crm')",business
1653,CREAMERY,CRMRY,creamery,"('creamery', 'crmry')",business
1654,CREAT,CREATV,creat | creat,"('creat | creat', 'creatv')",business
